event_id,student_id,course_id,term,outcome,notes
EVT_00245,STU_0146,SEC301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00246,STU_0005,CS205,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00247,STU_0185,WEB201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00248,STU_0198,AI310,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00249,STU_0051,CS420,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00250,STU_0273,SYS201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00251,STU_0235,MATH101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00252,STU_0272,CS415,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00253,STU_0081,MATH101,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00254,STU_0182,CS410,Spring 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00255,STU_0257,BIO301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00256,STU_0199,DATA101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00257,STU_0175,SYS401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00258,STU_0196,EDGE201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00259,STU_0294,CS303,Spring 2026,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00260,STU_0310,DATA401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00261,STU_0106,HCI201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00262,STU_0159,EDGE202,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00263,STU_0075,CS305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00264,STU_0273,STAT201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00265,STU_0075,DATA101,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00266,STU_0212,SE401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00267,STU_0141,CS303,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00268,STU_0095,DATA101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00269,STU_0314,AI310,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00270,STU_0014,SEC401,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00271,STU_0245,HCI201,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00272,STU_0192,DATA305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00273,STU_0071,CS305,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00274,STU_0210,CS102,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00275,STU_0114,SEC301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00276,STU_0225,SEC500,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00277,STU_0127,PROD401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00278,STU_0312,AI405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00279,STU_0293,EDGE202,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00280,STU_0232,CS500,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00281,STU_0126,EDGE201,Spring 2026,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00282,STU_0021,AI410,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00283,STU_0226,SYS401,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00284,STU_0147,DATA500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00285,STU_0314,STAT101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00286,STU_0232,SYS201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00287,STU_0300,HCI201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00288,STU_0231,DATA101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00289,STU_0104,CS500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00290,STU_0084,STAT201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00291,STU_0231,SEC405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00292,STU_0197,EDGE101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00293,STU_0195,DES101,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00294,STU_0290,CS303,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00295,STU_0092,STAT101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00296,STU_0229,CS401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00297,STU_0068,SEC301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00298,STU_0130,CS102,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00299,STU_0256,CS101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00300,STU_0302,AI500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00301,STU_0041,CS101,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00302,STU_0143,SEC305,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00303,STU_0029,DATA410,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00304,STU_0017,CS410,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00305,STU_0026,WEB201,Spring 2026,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00306,STU_0083,CS401,Spring 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00307,STU_0297,SEC405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00308,STU_0154,CS430,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00309,STU_0035,PROD401,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00310,STU_0069,STAT201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00311,STU_0212,EDGE202,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00312,STU_0314,CS201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00313,STU_0271,SYS201,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00314,STU_0310,CS401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00315,STU_0163,HCI301,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00316,STU_0315,PROD500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00317,STU_0093,AI310,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00318,STU_0001,STAT201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00319,STU_0061,SEC305,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00320,STU_0171,DATA410,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00321,STU_0104,CS401,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00322,STU_0158,CS410,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00323,STU_0059,DATA401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00324,STU_0292,DATA101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00325,STU_0174,SYS500,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00326,STU_0070,SYS500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00327,STU_0275,DATA401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00328,STU_0212,CS201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00329,STU_0162,MATH101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00330,STU_0170,SEC401,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00331,STU_0144,DATA101,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00332,STU_0274,CS308,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00333,STU_0060,CS415,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00334,STU_0140,SE401,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00335,STU_0122,AI401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00336,STU_0155,AI301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00337,STU_0192,SYS101,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00338,STU_0228,HCI500,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00339,STU_0257,CS303,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00340,STU_0248,EDGE202,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00341,STU_0074,DATA201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00342,STU_0019,CS500,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00343,STU_0268,SEC201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00344,STU_0023,SYS201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00345,STU_0024,WEB201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00346,STU_0160,SEC305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00347,STU_0147,BIO301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00348,STU_0061,FIN301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00349,STU_0059,CS102,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00350,STU_0180,CS420,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00351,STU_0146,SE301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00352,STU_0314,DATA405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00353,STU_0015,AI500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00354,STU_0028,SYS201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00355,STU_0306,BIO401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00356,STU_0102,MATH205,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00357,STU_0048,DATA500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00358,STU_0239,AI500,Spring 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00359,STU_0074,HCI301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00360,STU_0170,CS430,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00361,STU_0034,AI500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00362,STU_0237,CS308,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00363,STU_0310,PROD201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00364,STU_0055,CS430,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00365,STU_0273,DATA500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00366,STU_0123,SE301,Spring 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00367,STU_0197,CS205,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00368,STU_0303,HCI401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00369,STU_0176,CLOUD301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00370,STU_0040,SEC500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00371,STU_0238,CS430,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00372,STU_0091,CS415,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00373,STU_0056,AI405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00374,STU_0032,SYS201,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00375,STU_0298,CS101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00376,STU_0232,CS405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00377,STU_0229,SEC301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00378,STU_0163,CS410,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00379,STU_0223,DATA410,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00380,STU_0314,EDGE101,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00381,STU_0151,CS201,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00382,STU_0028,CS101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00383,STU_0145,DATA101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00384,STU_0303,SYS401,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00385,STU_0208,AI405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00386,STU_0089,AI500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00387,STU_0197,SEC405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00388,STU_0065,HCI201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00389,STU_0009,CS301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00390,STU_0070,MATH205,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00391,STU_0213,CS500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00392,STU_0233,EDGE101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00393,STU_0231,AI410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00394,STU_0218,CS101,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00395,STU_0122,HCI500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00396,STU_0280,SEC405,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00397,STU_0291,SYS500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00398,STU_0247,MATH205,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00399,STU_0270,BIO301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00400,STU_0268,SYS201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00401,STU_0040,CS415,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00402,STU_0274,CS102,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00403,STU_0241,DATA401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00404,STU_0151,CS405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00405,STU_0306,CS410,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00406,STU_0243,CS308,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00407,STU_0150,DATA101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00408,STU_0065,HCI500,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00409,STU_0143,PROD301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00410,STU_0141,PROD301,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00411,STU_0310,DATA301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00412,STU_0190,DATA301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00413,STU_0121,SEC500,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00414,STU_0017,DATA405,Fall 2024,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00415,STU_0305,CS303,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00416,STU_0212,AI410,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00417,STU_0086,SEC305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00418,STU_0136,SEC201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00419,STU_0205,AI500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00420,STU_0273,AI310,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00421,STU_0200,AI500,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00422,STU_0223,CS102,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00423,STU_0230,AI405,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00424,STU_0022,DATA201,Fall 2025,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00425,STU_0222,FIN301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00426,STU_0051,PROD301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00427,STU_0124,SYS305,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00428,STU_0093,CS420,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00429,STU_0035,CS102,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00430,STU_0054,BIO401,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00431,STU_0146,PROD301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00432,STU_0318,SYS201,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00433,STU_0112,STAT201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00434,STU_0310,PROD201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00435,STU_0290,DATA305,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00436,STU_0130,CS405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00437,STU_0039,CS500,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00438,STU_0166,PROD301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00439,STU_0142,CS201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00440,STU_0031,HCI301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00441,STU_0036,SEC500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00442,STU_0092,SEC500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00443,STU_0221,AI301,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00444,STU_0133,WEB201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00445,STU_0293,PROD301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00446,STU_0255,CS303,Fall 2024,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00447,STU_0200,FIN301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00448,STU_0201,CS101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00449,STU_0207,CS205,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00450,STU_0247,STAT201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00451,STU_0156,SYS405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00452,STU_0047,SEC405,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00453,STU_0236,CS405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00454,STU_0021,AI410,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00455,STU_0200,WEB201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00456,STU_0225,SYS305,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00457,STU_0013,CLOUD301,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00458,STU_0277,CS415,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00459,STU_0231,MATH101,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00460,STU_0173,DES101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00461,STU_0268,CS500,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00462,STU_0120,MATH201,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00463,STU_0251,MATH101,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00464,STU_0317,DES101,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00465,STU_0067,CS102,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00466,STU_0158,DATA201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00467,STU_0303,CS205,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00468,STU_0305,AI305,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00469,STU_0219,DATA405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00470,STU_0295,HCI201,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00471,STU_0110,DES101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00472,STU_0062,BIO301,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00473,STU_0087,AI401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00474,STU_0298,DES101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00475,STU_0314,AI405,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00476,STU_0250,MATH205,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00477,STU_0046,CS401,Spring 2026,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00478,STU_0244,PROD201,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00479,STU_0139,EDGE201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00480,STU_0090,SYS101,Spring 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00481,STU_0314,SYS201,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00482,STU_0003,CLOUD301,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00483,STU_0272,DATA201,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00484,STU_0277,HCI500,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00485,STU_0107,BIO301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00486,STU_0077,AI500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00487,STU_0023,STAT101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00488,STU_0223,PROD301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
