student_id,completed_courses,stated_goal_pathway,max_courses_per_term,term_progress,language_preference,accessibility_preference
STU_0221,MATH101,PW_PROD_MGR,2,Year 1-2,en,standard
STU_0222,CS101;CS201;CS205;DES101;PROD201;STAT101,PW_FULLSTACK,2,Year 3,es,screen_reader
STU_0223,CS102;CS205;DATA101;DES101;STAT101;STAT201;SYS101;WEB201,PW_DATA_ENG,4,Year 3,es,high_contrast
STU_0224,CS101;CS201;CS303;CS308;DATA101;MATH101;MATH205;PROD201;PROD301;SEC201;STAT101;STAT201;SYS101;WEB201,PW_FULLSTACK,4,Year 4,en,high_contrast
STU_0225,CS101;CS102;DATA101;DATA201;MATH101;MATH201;SYS101,PW_BIOINFO,3,Year 3,en,standard
STU_0226,MATH101;SYS101,PW_DATA_SCI,3,Year 1-2,en,high_contrast
STU_0227,CS102;DATA101;MATH101;MATH201;SYS101;SYS201,PW_DATA_SCI,4,Year 3,en,standard
STU_0228,CS102,PW_ML_ENG,3,Year 1-2,en,standard
STU_0229,AI310;CS101;CS102;CS201;CS303;CS305;CS308;DATA101;DATA201;DES101;MATH205;PROD201;STAT101;SYS101;SYS201;WEB201,PW_CYBERSEC,4,Year 4,en,high_contrast
STU_0230,CS101;CS201;DATA101;DATA201;MATH101;MATH205;SYS101,PW_FULLSTACK,4,Year 3,en,standard
STU_0231,CS101;CS102;CS201;DES101;STAT101;SYS101;WEB201,PW_ML_ENG,2,Year 3,en,standard
STU_0232,CS101;DES101,PW_SYS_ENG,4,Year 1-2,en,standard
STU_0233,CS101;CS102,PW_BIOINFO,3,Year 1-2,es,standard
STU_0234,CS101;CS205;DATA101;DES101;MATH101;MATH201;SYS101;WEB201,PW_UX_ENG,4,Year 3,es,standard
STU_0235,DATA101;STAT101,PW_BIOINFO,4,Year 1-2,en,standard
STU_0236,AI301;CS101;CS102;CS205;DATA101;DATA201;HCI201;PROD201;PROD301;STAT101;STAT201;SYS101;WEB201,PW_AI_ETHICS,3,Year 4,en,standard
STU_0237,CS101;DES101;SYS101,PW_CYBERSEC,3,Year 1-2,es,standard
STU_0238,CS101;CS102;CS201;MATH101;MATH205;SEC201;STAT101;WEB201,PW_DATA_SCI,3,Year 3,es,standard
STU_0239,CS102,PW_CYBERSEC,3,Year 1-2,en,standard
STU_0240,CS101;CS102;CS205;DATA101;MATH201;STAT101,PW_PROD_MGR,2,Year 3,es,standard
STU_0241,CS101;DATA101;DATA201;DES101;MATH201;MATH205;STAT101;SYS101,PW_FULLSTACK,3,Year 3,en,standard
STU_0242,CS101;CS205;DATA101;DES101;STAT101;SYS101;SYS201;WEB201,PW_CLOUD_DEVOPS,3,Year 3,es,standard
STU_0243,DATA101;DATA201;DES101;MATH101;SEC201;STAT101;SYS101,PW_UX_ENG,4,Year 3,en,high_contrast
STU_0244,CS101;DATA101;DATA201;MATH205;PROD201;SYS101,PW_CLOUD_DEVOPS,2,Year 3,es,standard
STU_0245,CS102;DATA101;DES101;HCI201;MATH201;STAT101;SYS101,PW_CYBERSEC,4,Year 3,en,standard
STU_0246,CS102;DES101;MATH101;MATH205;SEC201;STAT101;STAT201;SYS101;SYS201,PW_CLOUD_DEVOPS,3,Year 3,es,screen_reader
STU_0247,CS101;DATA101;DATA201;MATH101;MATH201;MATH205;PROD201,PW_BIOINFO,2,Year 3,en,standard
STU_0248,CS101;CS102;DES101,PW_DATA_ENG,3,Year 1-2,en,standard
STU_0249,CS102;MATH101;MATH201;SEC201;STAT101;WEB201,PW_FINTECH,3,Year 3,es,standard
STU_0250,AI305;CS101;CS102;CS201;CS303;DATA101;DATA305;DES101;HCI201;MATH101;MATH201;PROD301;STAT101;SYS101;WEB201,PW_UX_ENG,2,Year 4,en,standard
STU_0251,CS102,PW_PROD_MGR,3,Year 1-2,es,high_contrast
STU_0252,CS101;CS205;DATA101;DATA201;MATH101;MATH205;STAT101;SYS101;SYS201,PW_DATA_SCI,4,Year 3,es,standard
STU_0253,AI305;CS101;CS102;CS201;CS205;CS301;DATA101;DES101;HCI201;MATH101;MATH201;SEC201;SEC305;SYS101,PW_DATA_SCI,2,Year 4,en,standard
STU_0254,MATH101,PW_UX_ENG,4,Year 1-2,en,standard
STU_0255,CS101;CS102;DES101;MATH101;MATH205;STAT201;SYS101;WEB201,PW_BIOINFO,4,Year 3,en,standard
STU_0256,STAT101;SYS101,PW_AI_ETHICS,2,Year 1-2,es,screen_reader
STU_0257,DATA101;DES101;SYS101,PW_CYBERSEC,2,Year 1-2,es,standard
STU_0258,MATH101,PW_SYS_ENG,3,Year 1-2,en,high_contrast
STU_0259,CS101;CS102;CS201;DATA101;MATH101;SEC201;SYS101;SYS201,PW_AI_ETHICS,3,Year 3,en,standard
STU_0260,CS101;DES101;STAT101,PW_FINTECH,3,Year 1-2,en,standard
STU_0261,STAT101,PW_SYS_ENG,4,Year 1-2,en,standard
STU_0262,CS101;CS201;DATA101;MATH101;PROD201;STAT201,PW_UX_ENG,4,Year 3,en,standard
STU_0263,CS101;CS102;CS201;DES101;STAT101;WEB201,PW_DATA_SCI,4,Year 3,en,standard
STU_0264,CS101;CS102;CS301;CS303;DATA101;DATA201;DES101;FIN301;MATH101;SE301;SEC201;STAT101;STAT201;SYS101;SYS201;WEB201,PW_SYS_ENG,2,Year 4,es,standard
STU_0265,CLOUD301;CS101;CS102;CS201;CS205;DES101;MATH101;SEC201;SEC305;STAT101;STAT201;SYS101;SYS201;WEB201,PW_CLOUD_DEVOPS,4,Year 4,en,high_contrast
STU_0266,CS101;CS102;CS308;DATA101;DATA201;DES101;MATH101;MATH205;PROD201;SEC301;STAT101;STAT201;SYS101;SYS201;WEB201,PW_CLOUD_DEVOPS,3,Year 4,en,standard
STU_0267,DES101;SYS101,PW_DATA_SCI,2,Year 1-2,en,standard
STU_0268,CS101;CS102;DES101;STAT101;STAT201;SYS101;SYS201;WEB201,PW_CLOUD_DEVOPS,4,Year 3,en,screen_reader
STU_0269,STAT101,PW_ML_ENG,2,Year 1-2,es,screen_reader
STU_0270,CS101;CS201;CS205;DATA101;MATH101;SYS101;WEB201,PW_CYBERSEC,3,Year 3,en,standard
STU_0271,CS101;CS102;CS201;DES101;HCI201;MATH101;STAT101;WEB201,PW_CLOUD_DEVOPS,4,Year 3,en,standard
STU_0272,MATH101,PW_FINTECH,3,Year 1-2,en,standard
STU_0273,CS101;CS102;DES101;MATH205;SYS101;SYS201,PW_UX_ENG,3,Year 3,en,standard
STU_0274,CS101;CS102;CS201;CS305;CS308;DATA101;DATA201;DES101;HCI301;MATH101;MATH201;STAT201;SYS101;SYS201,PW_PROD_MGR,3,Year 4,en,standard
STU_0275,CS101;CS102;DATA201;DES101;PROD201;STAT101;SYS101;WEB201,PW_FINTECH,2,Year 3,en,standard
STU_0276,DATA101;STAT101,PW_BIOINFO,2,Year 1-2,en,standard
STU_0277,CS102;DES101;SYS101,PW_FINTECH,3,Year 1-2,en,standard
STU_0278,AI301;CS102;CS205;DATA101;DATA201;DES101;HCI201;MATH101;MATH205;PROD201;SE301;SYS101,PW_PROD_MGR,3,Year 4,en,standard
STU_0279,CS101;CS205;DATA101;DES101;STAT101;STAT201;SYS101;SYS201;WEB201,PW_SYS_ENG,2,Year 3,en,standard
STU_0280,CS102;DATA101;MATH101,PW_BIOINFO,2,Year 1-2,en,standard
STU_0281,CS101;DATA101;STAT101,PW_FULLSTACK,2,Year 1-2,en,standard
STU_0282,DATA101;DES101;HCI201;SYS101;WEB201,PW_AI_ETHICS,3,Year 3,es,standard
STU_0283,AI301;CS101;CS102;CS205;DATA101;DATA305;DES101;HCI201;MATH201;SEC201;STAT101;SYS101;SYS201;WEB201,PW_DATA_SCI,2,Year 4,en,standard
STU_0284,CS102;DATA101;DATA201;DES101;MATH101;MATH201;MATH205,PW_SYS_ENG,2,Year 3,es,standard
STU_0285,CS101;CS102;CS201;DES101;HCI201;MATH101;STAT101;STAT201;SYS101;SYS201,PW_UX_ENG,2,Year 3,en,high_contrast
STU_0286,CS101;DATA101;MATH101;MATH201;MATH205;SEC201;SYS101,PW_BIOINFO,4,Year 3,en,standard
STU_0287,CS102;CS205;DATA101;DES101;HCI201;STAT201;SYS101;SYS201,PW_DATA_SCI,2,Year 3,en,standard
STU_0288,BIO301;CS101;CS102;CS205;CS301;CS305;DATA101;DATA201;DES101;HCI201;MATH101;MATH205;PROD301;SEC201,PW_DATA_SCI,4,Year 4,en,high_contrast
STU_0289,CS101;CS102;CS201;CS205;DATA101;MATH101;SEC201;SYS101;SYS201,PW_CLOUD_DEVOPS,2,Year 3,en,standard
STU_0290,CS101;DES101;HCI201;MATH201;STAT101,PW_PROD_MGR,3,Year 3,en,standard
STU_0291,CS101;CS102;DATA101;SEC201;SYS101;SYS201;WEB201,PW_BIOINFO,3,Year 3,en,standard
STU_0292,CS101;CS102;DES101,PW_DATA_SCI,3,Year 1-2,en,standard
STU_0293,CS101;DES101;MATH101;MATH201;PROD201;SEC201;STAT101;SYS101,PW_DATA_SCI,3,Year 3,en,screen_reader
STU_0294,DATA201;DES101;HCI201;MATH205;PROD201;STAT101;SYS101,PW_DATA_ENG,4,Year 3,en,standard
STU_0295,CS101;CS102;CS201;DATA101;DES101;PROD201;STAT101;STAT201,PW_ML_ENG,4,Year 3,en,standard
STU_0296,DATA101;DATA201;MATH101;MATH205;STAT101,PW_FULLSTACK,2,Year 3,en,standard
STU_0297,CLOUD301;CS101;CS102;CS205;CS301;CS308;DATA101;DATA201;HCI201;PROD201;SEC201;STAT101;SYS101,PW_SYS_ENG,2,Year 4,en,screen_reader
STU_0298,DES101;MATH101;SYS101,PW_DATA_ENG,4,Year 1-2,es,standard
STU_0299,DATA101;MATH101;PROD201;STAT101;STAT201,PW_UX_ENG,3,Year 3,en,standard
STU_0300,CS101;CS102;MATH101,PW_PROD_MGR,4,Year 1-2,en,standard
STU_0301,CS102;CS205;DATA101;STAT101;SYS101;SYS201,PW_UX_ENG,2,Year 3,es,standard
STU_0302,CS101;CS201;CS205;DATA101;MATH101;PROD201;SEC201,PW_AI_ETHICS,4,Year 3,en,standard
STU_0303,CS101;DATA101;SYS101,PW_UX_ENG,3,Year 1-2,en,standard
STU_0304,CS101;CS102;DATA201;HCI201;PROD201;STAT101;WEB201,PW_SYS_ENG,4,Year 3,en,standard
STU_0305,AI301;AI310;CS102;DATA101;DES101;HCI201;MATH101;MATH205;PROD201;STAT101;STAT201;SYS101;SYS201,PW_FINTECH,2,Year 4,en,standard
STU_0306,CS101;DATA101;DES101;MATH101;PROD201;SEC201;STAT101;SYS101;SYS201;WEB201,PW_SYS_ENG,2,Year 3,en,screen_reader
STU_0307,CS101;CS102;MATH101,PW_CLOUD_DEVOPS,3,Year 1-2,en,high_contrast
STU_0308,CS101;CS205;DATA101;MATH101;MATH205;PROD201;STAT201,PW_BIOINFO,4,Year 3,en,standard
STU_0309,CS101;CS201;DATA101;DATA201;DES101;STAT201;SYS101;WEB201,PW_ML_ENG,4,Year 3,en,standard
STU_0310,BIO301;CS101;CS102;CS201;CS308;DATA201;DATA305;DES101;MATH101;MATH201;MATH205;SEC201;STAT101;SYS101;SYS201;SYS305,PW_ML_ENG,3,Year 4,en,standard
STU_0311,AI310;BIO301;CS101;CS102;CS201;CS305;DATA101;DES101;PROD201;SEC201;STAT101;SYS101;SYS201;WEB201,PW_BIOINFO,3,Year 4,en,standard
STU_0312,CS205;DATA101;DATA201;MATH205;STAT101;SYS101,PW_CYBERSEC,4,Year 3,en,standard
STU_0313,CS101;DATA201;DES101;MATH101;MATH205;SEC201;STAT101;SYS101,PW_FINTECH,4,Year 3,en,high_contrast
STU_0314,AI301;CS101;CS102;CS303;DES101;HCI201;MATH101;PROD201;SEC201;STAT101;STAT201;SYS101;SYS305,PW_PROD_MGR,4,Year 4,es,standard
STU_0315,CS101;CS102;CS205;DES101;MATH101;SYS101;WEB201,PW_CYBERSEC,4,Year 3,en,standard
STU_0316,CS101;CS102;CS201;CS205;DATA201;DES101;SEC201,PW_DATA_SCI,2,Year 3,es,high_contrast
STU_0317,BIO301;CS101;CS102;CS201;CS205;CS303;CS305;DATA101;DATA201;DES101;STAT101;STAT201;SYS101;WEB201,PW_PROD_MGR,4,Year 4,es,standard
STU_0318,DATA101;STAT101,PW_FINTECH,2,Year 1-2,en,standard
STU_0319,CS101;CS102;DES101;HCI201;MATH101;MATH201;STAT201;SYS101,PW_DATA_SCI,2,Year 3,es,standard
STU_0320,AI305;CS101;CS102;CS308;DATA101;DATA305;DES101;HCI201;MATH101;MATH201;MATH205;STAT101;SYS101;SYS201;SYS305,PW_UX_ENG,2,Year 4,en,standard
